-79.28025485769393,-80.64575261437194,6.242045164108276,0.13550400733947754,50
-77.50760882930842,-79.58694076148443,0.6449718475341797,0.1285090446472168,50
-77.14356633510975,-80.06885855363788,6.202082872390747,0.13566803932189941,50
-80.49221403134948,-81.55499424297662,6.135921955108643,0.1252751350402832,50
-80.54563238889097,-79.5373591224785,6.123356819152832,0.13393497467041016,50
-79.01102853023924,-79.64252796038672,6.139645099639893,0.13068413734436035,50
-82.93570451014875,-79.2410189182906,6.212682723999023,0.12641620635986328,50
-81.62987902735581,-80.76384818367792,0.647413969039917,0.13132309913635254,50
-80.50141728577138,-81.6593773569945,6.213344097137451,0.1257951259613037,50
-81.53467513928928,-81.29779096603541,6.124568939208984,0.12964916229248047,50
